address,year,sub_area
"ул. Паршина, д. 19",1973,муниципальный округ Хорошево-Мневники
"ул. Паршина, д. 11",1973,муниципальный округ Хорошево-Мневники
"ул. Берзарина, д. 15",1973,муниципальный округ Хорошево-Мневники
"ул. Народного Ополчения, д. 28, к. 2",1974,муниципальный округ Хорошево-Мневники
"ул. Живописная, д. 6, к. 1",1974,муниципальный округ Хорошево-Мневники
"ул. Берзарина, д. 1",1974,муниципальный округ Хорошево-Мневники
"ул. Народного Ополчения, д. 26, к. 2",1974,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 15",1974,муниципальный округ Хорошево-Мневники
"ул. Демьяна Бедного, д. 17, к. 3",1974,муниципальный округ Хорошево-Мневники
"ул. Демьяна Бедного, д. 23, к. 1",1974,муниципальный округ Хорошево-Мневники
"ул. Живописная, д. 6, к. 3",1974,муниципальный округ Хорошево-Мневники
"ул. Генерала Глаголева, д. 11, к. 2",1975,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 24, к. 3",1975,муниципальный округ Хорошево-Мневники
"ул. Берзарина, д. 3, к. 2",1975,муниципальный округ Хорошево-Мневники
"ул. Демьяна Бедного, д. 23, к. 2",1975,муниципальный округ Хорошево-Мневники
"ул. Демьяна Бедного, д. 19, к. 2",1975,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 42, к. 3",1975,муниципальный округ Хорошево-Мневники
"ул. Генерала Глаголева, д. 16, к. 2",1976,муниципальный округ Хорошево-Мневники
"ул. Живописная, д. 17, к. 2",1976,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 25, к. 3",1976,муниципальный округ Хорошево-Мневники
"ул. Демьяна Бедного, д. 19, к. 1",1976,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 19",1976,муниципальный округ Хорошево-Мневники
"ул. Народного Ополчения, д. 5, к. 2",1976,муниципальный округ Хорошево-Мневники
"б-р. Генерала Карбышева, д. 15, к. 2",1976,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 22, к. 3",1976,муниципальный округ Хорошево-Мневники
"ул. Паршина, д. 35, к. 1",1976,муниципальный округ Хорошево-Мневники
"ул. Народного Ополчения, д. 20, к. 2",1977,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 32, к. 2",1977,муниципальный округ Хорошево-Мневники
"ул. Генерала Глаголева, д. 30, к. 1",1977,муниципальный округ Хорошево-Мневники
"ул. Генерала Глаголева, д. 30, к. 2",1977,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 21, к. 2",1977,муниципальный округ Хорошево-Мневники
"ул. Живописная, д. 18, к. 2",1978,муниципальный округ Хорошево-Мневники
"ул. Народного Ополчения, д. 23, к. 1",1978,муниципальный округ Хорошево-Мневники
"ул. Генерала Глаголева, д. 30, к. 3",1978,муниципальный округ Хорошево-Мневники
"ул. Народного Ополчения, д. 22, к. 2",1978,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 31",1979,муниципальный округ Хорошево-Мневники
"ул. Демьяна Бедного, д. 4",1979,муниципальный округ Хорошево-Мневники
"ул. Мневники, д. 10, к. 1",1979,муниципальный округ Хорошево-Мневники
"ул. Живописная, д. 5, к. 7",1980,муниципальный округ Хорошево-Мневники
"ул. Берзарина, д. 7, к. 2",1981,муниципальный округ Хорошево-Мневники
"ул. Генерала Глаголева, д. 30, к. 4",1981,муниципальный округ Хорошево-Мневники
"ул. Демьяна Бедного, д. 4, к. 1",1981,муниципальный округ Хорошево-Мневники
"ул. Мневники, д. 9",1982,муниципальный округ Хорошево-Мневники
"ул. Генерала Глаголева, д. 30, к. 5",1982,муниципальный округ Хорошево-Мневники
"ул. Демьяна Бедного, д. 6, к. 2",1982,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 50, к. 2",1983,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 22, к. 4",1983,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 17, к. 2",1983,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 35, к. 1",1983,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 17",1983,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 17, к. 1",1984,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 39, к. 1",1984,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 44, к. 3",1985,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 9",1985,муниципальный округ Хорошево-Мневники
"ул. Мневники, д. 13, к. 1",1987,муниципальный округ Хорошево-Мневники
"ул. Берзарина, д. 17, к. 1",1987,муниципальный округ Хорошево-Мневники
"ул. Берзарина, д. 23",1987,муниципальный округ Хорошево-Мневники
"ул. Берзарина, д. 17, к. 2",1987,муниципальный округ Хорошево-Мневники
"ул. Демьяна Бедного, д. 2, к. 3",1988,муниципальный округ Хорошево-Мневники
"наб. Новикова-Прибоя, д. 9, к. 2",1988,муниципальный округ Хорошево-Мневники
"ул. Мневники, д. 7, к. 1",1988,муниципальный округ Хорошево-Мневники
"ул. Народного Ополчения, д. 28, к. 1",1988,муниципальный округ Хорошево-Мневники
"ул. Мневники, д. 7, к. 6",1988,муниципальный округ Хорошево-Мневники
"ул. Демьяна Бедного, д. 2, к. 4",1988,муниципальный округ Хорошево-Мневники
"ул. Демьяна Бедного, д. 2, к. 5",1988,муниципальный округ Хорошево-Мневники
"ул. Демьяна Бедного, д. 2, к. 2",1988,муниципальный округ Хорошево-Мневники
"ул. Мневники, д. 7, к. 2",1988,муниципальный округ Хорошево-Мневники
"ул. Берзарина, д. 21, к. 1",1989,муниципальный округ Хорошево-Мневники
"наб. Новикова-Прибоя, д. 7, к. 2",1989,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 19, к. 1",1990,муниципальный округ Хорошево-Мневники
"наб. Новикова-Прибоя, д. 5, к. 2",1991,муниципальный округ Хорошево-Мневники
"наб. Новикова-Прибоя, д. 3, к. 2",1991,муниципальный округ Хорошево-Мневники
"ул. Берзарина, д. 19, к. 1",1993,муниципальный округ Хорошево-Мневники
"ул. Народного Ополчения, д. 7, к. 3",1994,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 74, к. 1",1995,муниципальный округ Хорошево-Мневники
"проезд. Новохорошевский, д. 25",1995,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 47",1997,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 70, к. 1",1997,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 51",1997,муниципальный округ Хорошево-Мневники
"ул. Народного Ополчения, д. 29, к. 3",1997,муниципальный округ Хорошево-Мневники
"ул. Демьяна Бедного, д. 4, к. 2",1999,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 35, к. 1",1999,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 30",2000,муниципальный округ Хорошево-Мневники
"б-р. Генерала Карбышева, д. 8",2000,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 68, к. 1",2000,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 68, к. 2",2000,муниципальный округ Хорошево-Мневники
"наб. Карамышевская, д. 60, к. 1",2000,муниципальный округ Хорошево-Мневники
"наб. Карамышевская, д. 62, к. 1",2000,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 48, к. 1",2000,муниципальный округ Хорошево-Мневники
"ул. Живописная, д. 3",2000,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 29",2000,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 60",2000,муниципальный округ Хорошево-Мневники
"ул. Генерала Глаголева, д. 19, к. 1",2000,муниципальный округ Хорошево-Мневники
"наб. Карамышевская, д. 56",2001,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 33",2001,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 58, к. 3",2001,муниципальный округ Хорошево-Мневники
"ул. Берзарина, д. 21",2001,муниципальный округ Хорошево-Мневники
"ул. Живописная, д. 2",2002,муниципальный округ Хорошево-Мневники
"б-р. Генерала Карбышева, д. 18",2002,муниципальный округ Хорошево-Мневники
"б-р. Генерала Карбышева, д. 14",2002,муниципальный округ Хорошево-Мневники
"наб. Карамышевская, д. 20, к. 1",2002,муниципальный округ Хорошево-Мневники
"ул. Живописная, д. 3, к. 1",2002,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 51",2002,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 16, к. 2",2004,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 14, к. 1",2004,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 16, к. 1",2005,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 43, к. 3",2005,муниципальный округ Хорошево-Мневники
"б-р. Генерала Карбышева, д. 16, к. -",2005,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 76, к. 2",2005,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 37/21",2006,муниципальный округ Хорошево-Мневники
"наб. Карамышевская, д. 48, к. 3",2006,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 43, к. 2",2006,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 41, к. 1",2007,муниципальный округ Хорошево-Мневники
"наб. Карамышевская, д. 16, к. 1",2009,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 78, к. 5",2009,муниципальный округ Хорошево-Мневники
"ул. Маршала Тухачевского, д. 49",2009,муниципальный округ Хорошево-Мневники
"наб. Карамышевская, д. 28, к. 1",2009,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 78, к. 4",2009,муниципальный округ Хорошево-Мневники
"наб. Карамышевская, д. 12, к. 1",2009,муниципальный округ Хорошево-Мневники
"наб. Карамышевская, д. 4, к. 1",2009,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 39, к. 6",2010,муниципальный округ Хорошево-Мневники
"ул. Генерала Глаголева, д. 19",2011,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 43, к. 5",2011,муниципальный округ Хорошево-Мневники
"ул. Саляма Адиля, д. 2, к. 1",2011,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 78",2011,муниципальный округ Хорошево-Мневники
"ул. Народного Ополчения, д. 11",2012,муниципальный округ Хорошево-Мневники
"ул. Мневники, д. 15",2014,муниципальный округ Хорошево-Мневники
"ул. Мневники, д. 21",2014,муниципальный округ Хорошево-Мневники
"ул. Мневники, д. 23",2014,муниципальный округ Хорошево-Мневники
"ул. Народного Ополчения, д. 33",2014,муниципальный округ Хорошево-Мневники
"пр-кт. Маршала Жукова, д. 37, к. 2",2014,муниципальный округ Хорошево-Мневники
"ул. Мневники, д. 11",2014,муниципальный округ Хорошево-Мневники
"ул. Демьяна Бедного, д. 5",2014,муниципальный округ Хорошево-Мневники
"наб. Карамышевская, д. 34",2015,муниципальный округ Хорошево-Мневники
"наб. Карамышевская, д. 36",2015,муниципальный округ Хорошево-Мневники
"ул. Народного Ополчения, д. 3",2015,муниципальный округ Хорошево-Мневники
"ул. Генерала Глаголева, д. 7, к. 2",2015,муниципальный округ Хорошево-Мневники
"б-р. Генерала Карбышева, д. 15",2016,муниципальный округ Хорошево-Мневники
"ул. Генерала Глаголева, д. 15, к. 1",2016,муниципальный округ Хорошево-Мневники
"ул. Маршала Соколовского, д. 2",1054,муниципальный округ Щукино
"ул. Маршала Новикова, д. 12, к. 1",1934,муниципальный округ Щукино
"ул. Маршала Василевского, д. 13, к. 1",1936,муниципальный округ Щукино
"ул. Маршала Василевского, д. 11, к. 1",1936,муниципальный округ Щукино
"ул. Маршала Новикова, д. 10, к. 1",1938,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 12",1938,муниципальный округ Щукино
"ул. Маршала Новикова, д. 10, к. 2",1938,муниципальный округ Щукино
"ул. Живописная, д. 50",1938,муниципальный округ Щукино
"ул. Народного Ополчения, д. 48, к. 1",1939,муниципальный округ Щукино
"ул. Живописная, д. 52",1940,муниципальный округ Щукино
"ул. Маршала Новикова, д. 4, к. 1",1940,муниципальный округ Щукино
"ул. Живописная, д. 48",1940,муниципальный округ Щукино
"ул. Маршала Василевского, д. 15",1940,муниципальный округ Щукино
"ул. Маршала Новикова, д. 7",1947,муниципальный округ Щукино
"ул. Максимова, д. 8",1947,муниципальный округ Щукино
"ул. Маршала Новикова, д. 5",1947,муниципальный округ Щукино
"ул. Маршала Новикова, д. 1",1947,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 21",1947,муниципальный округ Щукино
"ул. Маршала Соколовского, д. 6",1948,муниципальный округ Щукино
"ул. Народного Ополчения, д. 47",1948,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 27",1948,муниципальный округ Щукино
"ул. Маршала Мерецкова, д. 10",1948,муниципальный округ Щукино
"ул. Маршала Мерецкова, д. 8",1948,муниципальный округ Щукино
"ул. Расплетина, д. 20",1948,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 23",1948,муниципальный округ Щукино
"ул. Маршала Мерецкова, д. 6",1949,муниципальный округ Щукино
"ул. Маршала Конева, д. 9",1949,муниципальный округ Щукино
"ул. Маршала Соколовского, д. 11, к. 1",1950,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 29",1950,муниципальный округ Щукино
"ул. Расплетина, д. 8, к. 1",1950,муниципальный округ Щукино
"ул. Маршала Новикова, д. 2, к. 1",1950,муниципальный округ Щукино
"ул. Расплетина, д. 4, к. 4",1950,муниципальный округ Щукино
"ул. Маршала Новикова, д. 3",1950,муниципальный округ Щукино
"ул. Маршала Василевского, д. 3, к. 1",1950,муниципальный округ Щукино
"ул. Маршала Новикова, д. 9",1950,муниципальный округ Щукино
"ул. Маршала Соколовского, д. 11, к. 2",1950,муниципальный округ Щукино
"ул. Расплетина, д. 6, к. 2",1950,муниципальный округ Щукино
"ул. Маршала Мерецкова, д. 4",1951,муниципальный округ Щукино
"ул. Берзарина, д. 14",1951,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 22, к. 2",1951,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 20, к. 2",1951,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 35, к. 2",1951,муниципальный округ Щукино
"ул. Маршала Соколовского, д. 4",1951,муниципальный округ Щукино
"ул. Расплетина, д. 34",1951,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 18",1951,муниципальный округ Щукино
"ул. Расплетина, д. 4, к. 2",1951,муниципальный округ Щукино
"ул. Маршала Мерецкова, д. 12",1951,муниципальный округ Щукино
"ул. Маршала Новикова, д. 2, к. 2",1951,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 10, к. 2",1951,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 22, к. 1",1951,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 37",1951,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 8, к. 2",1951,муниципальный округ Щукино
"ул. Ирины Левченко, д. 7",1951,муниципальный округ Щукино
"ул. Расплетина, д. 32, к. 1",1951,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 35, к. 1",1951,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 8, к. 4",1951,муниципальный округ Щукино
"ул. Маршала Конева, д. 13",1951,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 8, к. 3",1951,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 22, к. 3",1951,муниципальный округ Щукино
"ул. Маршала Соколовского, д. 14",1951,муниципальный округ Щукино
"ул. Народного Ополчения, д. 48, к. 2",1951,муниципальный округ Щукино
"ул. Ирины Левченко, д. 3",1951,муниципальный округ Щукино
"ул. Расплетина, д. 6, к. 1",1952,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 39",1952,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 10, к. 1",1952,муниципальный округ Щукино
"ул. Берзарина, д. 10",1952,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 8, к. 1",1952,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 24",1952,муниципальный округ Щукино
"ул. Маршала Малиновского, д. 3",1952,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 25",1952,муниципальный округ Щукино
"ул. Народного Ополчения, д. 42, к. 2",1953,муниципальный округ Щукино
"ул. Расплетина, д. 12, к. 2",1953,муниципальный округ Щукино
"ул. Маршала Вершинина, д. 10",1953,муниципальный округ Щукино
"ул. Расплетина, д. 4, к. 1",1953,муниципальный округ Щукино
"ул. Расплетина, д. 8, к. 2",1953,муниципальный округ Щукино
"ул. Маршала Соколовского, д. 12",1953,муниципальный округ Щукино
"ул. Маршала Соколовского, д. 13",1953,муниципальный округ Щукино
"ул. Берзарина, д. 6, к. 1",1954,муниципальный округ Щукино
"ул. Маршала Василевского, д. 5, к. 1",1954,муниципальный округ Щукино
"ул. Маршала Конева, д. 7",1954,муниципальный округ Щукино
"ул. Маршала Новикова, д. 11",1954,муниципальный округ Щукино
"ул. Ирины Левченко, д. 6",1954,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 13",1954,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 14",1954,муниципальный округ Щукино
"ул. Народного Ополчения, д. 40, к. 1",1954,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 26",1954,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 16",1954,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 19",1954,муниципальный округ Щукино
"ул. Народного Ополчения, д. 49, к. 1",1955,муниципальный округ Щукино
"ул. Расплетина, д. 11",1955,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 7",1955,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 11",1955,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 9",1955,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 7",1955,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 5",1955,муниципальный округ Щукино
"ул. Маршала Мерецкова, д. 5",1955,муниципальный округ Щукино
"ул. Маршала Василевского, д. 1, к. 2",1955,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 28",1955,муниципальный округ Щукино
"ул. Расплетина, д. 9",1955,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 3",1955,муниципальный округ Щукино
"ул. Расплетина, д. 13",1955,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 30",1955,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 1",1955,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 10",1956,муниципальный округ Щукино
"ул. Академика Бочвара, д. 15",1956,муниципальный округ Щукино
"ул. Маршала Соколовского, д. 3",1956,муниципальный округ Щукино
"ул. Расплетина, д. 17",1956,муниципальный округ Щукино
"ул. Расплетина, д. 3, к. 4",1956,муниципальный округ Щукино
"ул. Расплетина, д. 2",1956,муниципальный округ Щукино
"ул. Маршала Конева, д. 8, к. 2",1956,муниципальный округ Щукино
"ул. Расплетина, д. 7",1956,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 4, к. 2",1956,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 4, к. 1",1956,муниципальный округ Щукино
"ул. Расплетина, д. 15",1957,муниципальный округ Щукино
"ул. Расплетина, д. 19",1957,муниципальный округ Щукино
"ул. Маршала Вершинина, д. 9",1957,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 2",1957,муниципальный округ Щукино
"ул. Расплетина, д. 17, к. 2",1957,муниципальный округ Щукино
"ул. Маршала Малиновского, д. 5",1957,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 12, к. 2",1957,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 16, к. 4",1957,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 18, к. 3",1957,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 8",1957,муниципальный округ Щукино
"ул. Народного Ополчения, д. 38, к. 1",1957,муниципальный округ Щукино
"ул. Маршала Конева, д. 8, к. 1",1957,муниципальный округ Щукино
"ул. Маршала Василевского, д. 1, к. 1",1957,муниципальный округ Щукино
"ул. Маршала Конева, д. 8, к. 3",1957,муниципальный округ Щукино
"ул. Маршала Конева, д. 4, к. 2",1957,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 12, к. 1",1957,муниципальный округ Щукино
"ул. Академика Бочвара, д. 12",1957,муниципальный округ Щукино
"ул. Маршала Вершинина, д. 7",1957,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 16, к. 3",1957,муниципальный округ Щукино
"проезд. Волоколамский 1-й, д. 15/16",1958,муниципальный округ Щукино
"пер. Тепличный, д. 10",1958,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 41",1958,муниципальный округ Щукино
"проезд. Волоколамский 3-й, д. 6, к. 1",1958,муниципальный округ Щукино
"ул. Маршала Василевского, д. 9, к. 3",1958,муниципальный округ Щукино
"ул. Берзарина, д. 22",1958,муниципальный округ Щукино
"ул. Маршала Новикова, д. 16",1958,муниципальный округ Щукино
"ул. Берзарина, д. 26",1958,муниципальный округ Щукино
"проезд. Волоколамский 3-й, д. 8, к. 1",1958,муниципальный округ Щукино
"ул. Маршала Малиновского, д. 4",1958,муниципальный округ Щукино
"ул. Берзарина, д. 4",1958,муниципальный округ Щукино
"проезд. Волоколамский 3-й, д. 12, к. 1",1958,муниципальный округ Щукино
"ул. Максимова, д. 6",1958,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 16, к. 1",1958,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 16, к. 2",1958,муниципальный округ Щукино
"ул. Берзарина, д. 8",1958,муниципальный округ Щукино
"проезд. Волоколамский 3-й, д. 14, к. 1",1958,муниципальный округ Щукино
"проезд. Волоколамский 3-й, д. 6, к. 2",1958,муниципальный округ Щукино
"ул. Маршала Новикова, д. 19, к. 2",1958,муниципальный округ Щукино
"ул. Гамалеи, д. 23, к. 1",1958,муниципальный округ Щукино
"ул. Расплетина, д. 1",1958,муниципальный округ Щукино
"ул. Маршала Конева, д. 5",1959,муниципальный округ Щукино
"ул. Гамалеи, д. 7",1959,муниципальный округ Щукино
"ул. Народного Ополчения, д. 52, к. 2",1959,муниципальный округ Щукино
"ул. Народного Ополчения, д. 52, к. 3",1959,муниципальный округ Щукино
"ул. Гамалеи, д. 11, к. 2",1959,муниципальный округ Щукино
"ул. Гамалеи, д. 11, к. 1",1959,муниципальный округ Щукино
"проезд. Волоколамский 1-й, д. 11, к. 3",1959,муниципальный округ Щукино
"проезд. Волоколамский 1-й, д. 11, к. 1",1959,муниципальный округ Щукино
"ул. Маршала Вершинина, д. 5",1959,муниципальный округ Щукино
"ул. Маршала Новикова, д. 15",1959,муниципальный округ Щукино
"ул. Народного Ополчения, д. 36",1959,муниципальный округ Щукино
"ул. Маршала Новикова, д. 19, к. 1",1959,муниципальный округ Щукино
"ул. Маршала Конева, д. 4, к. 1",1959,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 18, к. 2",1959,муниципальный округ Щукино
"проезд. Волоколамский 1-й, д. 11, к. 2",1959,муниципальный округ Щукино
"ул. Берзарина, д. 16",1959,муниципальный округ Щукино
"ул. Академика Бочвара, д. 6",1959,муниципальный округ Щукино
"ул. Маршала Новикова, д. 4, к. 2",1959,муниципальный округ Щукино
"ул. Новощукинская, д. 11",1960,муниципальный округ Щукино
"ул. Новощукинская, д. 5",1960,муниципальный округ Щукино
"ул. Маршала Новикова, д. 20",1960,муниципальный округ Щукино
"ул. Маршала Конева, д. 2",1960,муниципальный округ Щукино
"проезд. Волоколамский 1-й, д. 7, к. 3",1960,муниципальный округ Щукино
"проезд. Волоколамский 1-й, д. 4",1960,муниципальный округ Щукино
"проезд. Волоколамский 3-й, д. 12, к. 2",1960,муниципальный округ Щукино
"ул. Гамалеи, д. 9",1960,муниципальный округ Щукино
"ул. Академика Бочвара, д. 10 А",1960,муниципальный округ Щукино
"проезд. Волоколамский 3-й, д. 10, к. 2",1960,муниципальный округ Щукино
"ул. Гамалеи, д. 1",1960,муниципальный округ Щукино
"ул. Академика Бочвара, д. 13",1960,муниципальный округ Щукино
"ул. Новощукинская, д. 3",1960,муниципальный округ Щукино
"ул. Живописная, д. 34, к. 1",1960,муниципальный округ Щукино
"ул. Академика Бочвара, д. 9",1960,муниципальный округ Щукино
"проезд. Волоколамский 1-й, д. 6, к. 1",1960,муниципальный округ Щукино
"ул. Новощукинская, д. 1",1960,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 20",1960,муниципальный округ Щукино
"проезд. Волоколамский 3-й, д. 10, к. 1",1960,муниципальный округ Щукино
"ул. Академика Бочвара, д. 10 Б",1960,муниципальный округ Щукино
"проезд. Волоколамский 3-й, д. 8, к. 2",1960,муниципальный округ Щукино
"проезд. Волоколамский 3-й, д. 2",1960,муниципальный округ Щукино
"проезд. Волоколамский 1-й, д. 7, к. 4",1960,муниципальный округ Щукино
"ул. Маршала Новикова, д. 18",1960,муниципальный округ Щукино
"ул. Живописная, д. 56",1960,муниципальный округ Щукино
"ул. Гамалеи, д. 4",1961,муниципальный округ Щукино
"ул. Гамалеи, д. 8",1961,муниципальный округ Щукино
"проезд. Волоколамский 1-й, д. 13",1961,муниципальный округ Щукино
"ул. Маршала Бирюзова, д. 3",1961,муниципальный округ Щукино
"ул. Живописная, д. 30, к. 2",1961,муниципальный округ Щукино
"ул. Маршала Новикова, д. 21",1961,муниципальный округ Щукино
"ул. Живописная, д. 30, к. 1",1961,муниципальный округ Щукино
"проезд. Волоколамский 1-й, д. 7, к. 2",1961,муниципальный округ Щукино
"проезд. Волоколамский 1-й, д. 7, к. 1",1961,муниципальный округ Щукино
"ул. Гамалеи, д. 6",1961,муниципальный округ Щукино
"ул. Максимова, д. 12",1961,муниципальный округ Щукино
"ул. Гамалеи, д. 10",1961,муниципальный округ Щукино
"ул. Академика Бочвара, д. 2",1961,муниципальный округ Щукино
"ул. Маршала Василевского, д. 5, к. 1а",1961,муниципальный округ Щукино
"ул. Гамалеи, д. 2",1961,муниципальный округ Щукино
"ул. Максимова, д. 14",1961,муниципальный округ Щукино
"ул. Маршала Новикова, д. 2, к. 3",1962,муниципальный округ Щукино
"ул. Новощукинская, д. 9",1962,муниципальный округ Щукино
"проезд. Волоколамский 1-й, д. 8, к. 2",1962,муниципальный округ Щукино
"ул. Живописная, д. 38, к. 1",1962,муниципальный округ Щукино
"проезд. Волоколамский 1-й, д. 8, к. 1",1962,муниципальный округ Щукино
"ул. Рогова, д. 19",1962,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 14, к. 2",1962,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 14, к. 3",1962,муниципальный округ Щукино
"ул. Маршала Конева, д. 3",1962,муниципальный округ Щукино
"ул. Маршала Рыбалко, д. 14, к. 4",1962,муниципальный округ Щукино
"ул. Рогова, д. 13",1962,муниципальный округ Щукино
"ул. Рогова, д. 17",1962,муниципальный округ Щукино
"ул. Новощукинская, д. 6",1962,муниципальный округ Щукино
"ул. Маршала Конева, д. 1",1962,муниципальный округ Щукино
"ул. Новощукинская, д. 4",1962,муниципальный округ Щукино
"проезд. Волоколамский 1-й, д. 6, к. 2",1962,муниципальный округ Щукино
